timestamp, ppg
15226221,502
15236425,506
15246436,508
15256478,512
15266526,513
15276539,517
15286576,527
15296618,534
15306660,534
15316672,533
15326711,535
15336750,534
15346761,533
15356800,531
15366840,526
15376849,518
15386891,519
15396932,508
15406941,512
15416981,511
15427017,500
15437022,499
15447062,504
15457102,496
15467110,499
15477149,495
15487191,496
15497199,495
15507236,497
15517273,500
15527279,496
15537316,496
15547355,496
15557362,499
15567400,500
15577438,496
15587475,499
15597485,501
15607524,505
15617559,505
15627568,506
15637604,498
15647642,502
15657652,498
15667689,501
15677727,503
15687735,498
15697774,497
15707811,498
15717821,500
15727857,496
15737894,501
15747902,496
15757940,495
15767977,493
15777986,495
15788021,498
15798057,494
15808094,495
15818100,495
15828134,502
15838173,502
15848179,497
15858216,501
15868257,501
15878273,500
15888320,498
15898366,497
15908380,503
15918424,502
15928472,503
15938493,501
15948544,500
15958591,506
15968603,499
15978648,502
15988689,496
15998700,505
16008741,501
16018778,505
16028787,511
16038826,511
16048867,518
16058908,515
16068920,521
16078961,525
16089000,534
16099010,536
16109050,535
16119089,532
16129098,538
16139135,532
16149175,524
16159185,523
16169227,517
16179266,516
16189275,514
16199318,512
16209358,502
16219371,506
16229412,496
16239454,502
16249466,498
16259508,500
16269549,494
16279560,491
16289600,497
16299639,498
16309648,494
16319688,500
16329730,494
16339769,492
16349777,498
16359812,503
16369851,500
16379861,495
16389898,497
16399936,502
16409945,496
16419983,501
16430021,499
16440026,496
16450061,493
16460099,500
16470104,496
16480142,494
16490182,495
16500190,495
16510229,496
16520266,496
16530272,493
16540313,492
16550355,498
16560398,499
16570410,494
16580455,496
16590502,494
16600516,498
16610561,492
16620607,500
16630617,504
16640650,503
16650686,502
16660689,504
16670725,502
16680763,503
16690770,505
16700810,505
16710850,498
16720855,501
16730895,506
16740932,499
16750940,497
16760977,501
16771013,499
16781017,505
16791053,505
16801089,508
16811126,507
16821134,507
16831170,511
16841209,511
16851215,508
16861251,518
16871283,521
16881285,524
16891322,532
16901361,534
16911367,540
16921404,539
16931444,543
16941451,542
16951487,532
16961523,534
16971527,529
16981563,530
16991597,523
17001602,515
17011639,518
17021674,515
17031676,511
17041711,502
17051745,504
17061750,498
17071786,499
17081822,496
17091859,504
17101869,502
17111906,500
17121943,498
17131951,505
17141991,500
17152029,500
17162041,507
17172085,510
17182125,503
17192134,509
17202174,502
17212215,508
17222224,504
17232267,500
17242311,509
17252321,507
17262360,499
17272396,504
17282396,504
17292428,505
17302461,508
17312494,498
17322499,504
17332533,505
17342566,505
17352569,508
17362598,502
17372632,505
17382633,505
17392668,508
17402703,499
17412706,507
17422740,504
17432774,506
17442779,500
17452816,500
17462853,502
17472861,499
17482897,502
17492933,504
17502937,499
17512971,501
17523006,504
17533010,498
17543044,498
17553081,501
17563090,500
17573128,496
17583163,502
17593197,503
17603202,501
17613239,500
17623277,506
17633281,506
17643316,511
17653351,511
17663354,520
17673388,523
17683422,531
17693426,533
17703458,537
17713493,538
17723498,534
17733533,540
17743565,534
17753566,530
17763603,531
17773639,527
17783647,527
17793682,516
17803717,519
17813751,512
17823753,511
17833788,505
17843826,506
17853830,497
17863862,503
17873894,493
17883899,495
17893933,501
17903967,494
17913970,491
17924001,500
17934034,495
17944042,496
17954079,495
17964117,496
17974125,503
17984161,500
17994199,499
18004205,502
18014243,502
18024280,498
18034284,505
18044325,501
18054363,503
18064400,501
18074406,505
18084444,504
18094482,499
18104489,505
18114528,501
18124565,497
18134570,497
18144607,507
18154642,505
18164646,501
18174681,504
18184716,502
18194720,500
18204755,503
18214791,496
18224794,504
18234821,502
18244848,502
18254850,502
18264880,499
18274911,494
18284913,504
18294949,501
18304983,498
18314986,502
18325016,497
18335045,504
18345077,500
18355082,504
18365122,500
18375161,501
18385168,501
18395204,502
18405238,501
18415246,502
18425283,502
18435318,505
18445322,504
18455358,505
18465396,511
18475405,515
18485440,524
18495477,526
18505485,531
18515523,535
18525557,538
18535563,534
18545594,533
18555631,531
18565668,528
18575673,530
18585708,521
18595744,527
18605745,518
18615777,516
18625812,512
18635818,512
18645854,506
18655892,502
18665900,506
18675939,503
18685976,497
18695982,495
18706021,497
18716060,496
18726062,494
18736099,498
18746136,498
18756142,499
18766177,498
18776210,493
18786214,503
18796252,497
18806287,504
18816291,498
18826327,505
18836363,506
18846400,505
18856406,502
18866444,501
18876479,506
18886487,503
18896526,504
18906565,501
18916570,499
18926605,502
18936641,497
18946646,495
18956681,500
18966711,497
18976719,494
18986756,502
18996796,499
19006802,502
19016834,496
19026867,495
19036867,501
19046901,501
19056934,497
19066939,498
19076979,501
19087018,502
19097058,502
19107070,504
19117111,501
19127150,497
19137156,501
19147189,502
19157224,503
19167230,503
19177265,502
19187300,504
19197302,497
19207336,503
19217371,504
19227374,498
19237408,499
19247439,500
19257441,504
19267472,507
19277499,508
19287501,513
19297533,516
19307567,519
19317602,524
19327601,521
19337630,525
19347659,529
19357658,532
19367692,533
19377724,526
19387723,520
19397760,526
19407794,524
19417798,513
19427828,521
19437862,508
19447867,516
19457899,507
19467933,508
19477935,508
19487968,500
19498003,506
19508004,504
19518035,499
19528067,496
19538067,497
19548099,501
19558129,506
19568128,497
19578158,505
19588189,502
19598221,506
19608221,504
19618254,502
19628283,503
19638283,507
19648317,507
19658354,499
19668361,503
19678399,500
19688439,504
19698443,508
19708475,499
19718506,505
19728508,506
19738540,499
19748575,500
19758578,501
19768611,498
19778641,501
19788646,500
19798683,498
19808719,499
19818726,505
19828760,498
19838792,502
19848828,505
19858832,504
19868865,500
19878902,505
19888908,506
19898940,507
19908970,498
19918971,503
19929008,506
19939039,503
19949041,500
19959076,505
19969109,499
19979111,505
19989144,501
