a1X,a1Y,a1Z,g1X,g1Y,g1Z,a2X,a2Y,a2Z,g2X,g2Y,g2Z
-0.206,-0.925,-0.314,-117.615,216.614,147.766,1.43,4.54,9.28,0.26,-0.43,1.41
-0.311,-1.016,-0.191,-118.896,206.360,122.009,1.82,7.76,10.17,0.54,-0.37,1.34
-0.335,-1.269,-0.171,-103.149,189.087,97.595,1.96,7.85,10.03,0.68,-0.31,0.98
-0.123,-1.173,-0.313,-111.938,183.105,98.511,1.72,7.75,9.23,0.43,-0.35,0.56
-0.006,-0.743,-0.291,-106.812,147.644,82.520,1.31,7.22,8.51,0.68,-0.34,0.39
0.004,-0.639,-0.095,-87.646,120.544,59.448,1.42,6.58,8.62,0.64,-0.39,0.24
-0.083,-0.714,0.134,-53.833,88.257,20.447,1.37,5.50,7.26,0.58,-0.33,0.40
-0.183,-1.019,0.454,-50.415,94.604,19.165,1.48,5.45,7.67,0.88,-0.46,0.50
-0.086,-0.886,0.264,-64.941,119.080,33.569,1.35,5.95,7.71,0.92,-0.60,0.49
0.034,-0.865,0.047,-60.242,120.789,34.119,2.23,6.91,9.01,0.84,-0.55,0.53
0.040,-0.891,0.142,-37.659,99.060,36.865,1.96,6.98,8.10,0.95,-0.06,0.35
-,-,-,-,-,-,-,-,-,-,-,-
0.669,-0.742,-0.010,22.217,80.627,0.305,2.90,19.61,2.61,-0.64,1.55,0.01
0.694,-0.532,-0.315,83.008,-74.097,-21.362,3.15,15.44,2.25,-0.87,1.12,-1.74
0.811,0.303,-0.956,80.017,-195.312,-54.016,2.17,15.75,1.05,-0.40,-0.23,-3.31
-0.340,0.690,-0.373,251.892,-563.965,-259.827,3.30,11.36,3.38,-0.33,-1.07,-4.37
-0.661,0.377,-0.709,290.344,-696.777,-360.779,4.45,11.02,5.13,-0.32,-1.54,-4.37
-1.185,-0.923,-0.011,-31.738,-706.482,-561.340,4.28,8.72,6.66,-0.61,-1.36,-4.37
-1.902,-0.430,0.135,-147.705,-704.407,-478.699,5.23,5.82,9.19,-1.00,-1.51,-4.37
-3.078,-0.919,3.396,-205.017,-600.891,-405.579,-19.61,19.61,12.54,4.37,3.64,-2.44
-2.383,-1.764,2.933,-327.698,-330.200,-309.448,2.71,6.64,8.07,0.85,2.18,-0.75
-0.419,-0.222,0.504,-177.124,46.204,-30.029,2.59,2.89,10.54,0.19,0.17,-0.72
-0.448,-0.773,0.471,-102.905,42.236,-13.733,0.45,7.06,9.97,-0.30,1.55,0.39
-0.558,-0.533,0.447,-23.682,21.545,47.852,-0.51,7.66,7.75,-0.71,0.35,0.33
-0.627,-0.588,0.511,-10.742,8.606,46.265,-0.04,7.66,7.73,-0.93,0.17,0.18
-0.734,-0.523,0.599,8.118,-9.216,57.251,-0.79,8.78,7.92,-1.43,-0.37,0.16
-0.764,-0.405,0.638,24.292,-12.329,65.796,-0.88,8.32,5.51,-1.73,-1.09,-0.11
-0.665,-0.373,0.634,70.313,-3.784,64.941,-1.02,9.55,7.13,-1.49,-1.18,-0.46
-0.753,-0.531,0.769,103.149,0.305,62.317,0.10,4.80,6.97,-0.68,-0.63,0.18
-0.698,-0.507,0.874,77.698,37.231,84.961,0.95,4.30,9.53,-0.09,0.45,1.58
-0.613,-0.500,0.824,55.664,66.284,104.065,0.19,7.15,4.56,-0.36,1.36,2.18
-0.822,-0.637,0.929,63.660,126.465,154.907,-1.10,8.31,2.36,-0.44,1.15,2.16
-0.883,-0.585,0.840,52.490,173.401,186.951,-1.01,8.34,4.15,-0.34,0.30,1.44
-0.542,-0.439,0.400,38.208,273.926,225.159,-0.63,6.56,4.00,-0.20,-0.04,1.55
-0.290,-0.446,0.223,45.349,297.180,222.351,0.05,8.43,6.22,-0.25,-0.21,1.78
0.081,-0.663,0.263,62.927,264.526,168.213,0.48,10.62,7.41,-0.39,-0.11,1.52
-0.181,-0.744,0.336,73.975,209.900,150.024,0.06,11.05,6.22,-0.65,0.20,1.41
-0.047,-0.762,0.807,84.961,199.829,123.657,0.03,9.02,6.56,-0.79,-0.28,1.15
-0.812,-1.119,0.429,72.510,226.196,99.670,1.22,9.12,7.72,-0.78,-0.57,0.97
0.392,-0.838,0.265,-23.865,243.835,54.443,1.11,9.22,6.67,-0.62,-0.11,1.07
0.139,-0.956,0.299,-9.766,109.497,38.025,1.05,10.66,6.90,-0.57,0.16,1.03
-0.067,-1.092,0.840,-33.691,22.034,20.325,1.52,9.44,8.60,-0.51,-0.10,0.45
-0.235,-1.076,0.988,-44.128,26.611,16.113,1.52,8.98,7.82,-0.58,-0.07,0.36
-0.221,-0.753,0.738,-51.636,72.998,35.950,1.87,9.70,8.07,-0.70,0.01,0.53
-0.104,-0.577,0.669,-34.790,88.501,42.786,1.75,9.06,6.80,-0.95,0.22,0.32
-0.097,-0.588,0.759,3.601,113.586,43.762,1.03,5.40,4.95,-0.71,0.09,0.20
-0.016,-0.714,0.666,8.301,134.399,44.006,1.13,6.24,6.03,-0.64,-0.13,0.56
0.294,-0.798,0.229,-7.324,145.935,51.392,1.90,9.35,7.98,-0.78,0.02,0.61
0.277,-0.720,0.401,-4.456,122.864,50.171,1.73,8.78,7.74,-0.86,0.04,0.34
0.208,-0.659,0.724,1.160,81.116,33.386,1.29,7.97,7.36,-0.78,0.13,0.33
0.160,-0.925,0.788,3.845,75.623,31.921,1.66,7.22,8.62,-0.66,0.10,0.33
0.128,-0.864,0.762,-14.771,93.140,44.128,1.34,7.90,7.31,-0.57,0.30,0.38
0.212,-0.681,0.628,-26.672,100.708,42.542,0.92,7.88,6.71,-0.55,0.41,0.39
0.334,-0.455,0.292,-18.799,93.384,30.518,0.68,7.73,6.29,-0.54,0.27,0.35
0.390,-0.494,0.338,-0.183,81.238,22.156,1.36,6.51,7.32,-0.46,-0.07,0.30
0.343,-0.817,0.487,25.085,62.256,14.648,2.04,7.13,8.34,-0.42,-0.09,0.30
0.311,-0.887,0.569,25.330,57.800,17.822,2.19,6.93,8.57,-0.33,0.23,0.24
0.281,-0.889,0.625,7.751,59.082,22.400,1.40,6.99,7.04,-0.23,0.43,0.37
0.328,-0.753,0.537,-1.831,62.012,24.353,1.42,7.46,6.97,-0.19,0.37,0.40
0.343,-0.709,0.508,-2.747,56.396,20.386,1.28,8.17,6.70,-0.14,-0.02,0.28
0.378,-0.881,0.491,1.404,50.049,23.499,2.49,7.56,8.61,-0.14,-0.08,0.04
0.328,-0.896,0.603,1.160,41.443,31.311,2.58,7.37,8.70,-0.04,0.26,0.05
0.310,-0.789,0.681,-10.498,44.189,32.288,2.02,8.35,8.23,-0.01,0.33,0.04
0.320,-0.717,0.675,-8.728,49.805,31.494,2.03,8.44,7.95,-0.15,0.24,-0.15
0.338,-0.719,0.636,-2.686,53.223,31.067,1.91,7.33,7.60,-0.24,0.11,-0.16
0.388,-0.704,0.537,-0.366,58.472,31.189,2.18,7.23,7.78,-0.23,0.09,-0.19
0.366,-0.684,0.573,3.540,58.105,29.358,2.18,7.28,7.97,-0.26,0.18,-0.15
0.343,-0.664,0.656,6.348,67.444,29.358,1.73,7.78,7.80,-0.32,0.21,-0.16
0.377,-0.533,0.638,7.690,73.303,25.818,2.62,7.59,9.30,-0.55,0.20,-0.22
0.418,-0.592,0.385,21.118,83.679,18.433,1.77,7.83,7.65,-0.52,0.46,-0.15
0.555,-0.683,0.364,22.034,81.970,18.616,1.12,7.05,6.06,-0.41,0.58,-0.18
0.539,-0.667,0.409,14.404,69.641,16.541,0.43,7.17,5.53,-0.39,0.26,-0.15
0.448,-0.626,0.544,8.728,68.481,17.395,0.89,7.12,6.77,-0.39,0.11,-0.15
0.438,-0.559,0.600,6.287,80.994,13.245,0.94,8.06,7.68,-0.55,0.08,-0.11
0.506,-0.359,0.427,4.089,84.656,2.136,1.48,7.21,8.74,-0.72,0.09,-0.26
0.526,-0.472,0.363,28.748,87.280,-15.503,1.42,5.76,8.64,-0.78,0.34,-0.15
0.565,-0.638,0.224,32.532,88.379,-18.494,0.75,5.05,7.69,-0.69,0.30,-0.02
0.674,-0.902,0.063,36.072,83.679,-21.484,0.44,6.16,7.23,-0.44,0.16,0.08
0.734,-0.992,0.030,35.278,74.707,-13.916,0.88,5.73,8.10,-0.32,0.01,-0.03
0.787,-0.830,-0.045,14.954,39.124,-2.563,0.88,6.19,8.66,-0.21,-0.11,0.04
0.732,-0.795,0.047,10.498,17.395,-3.723,1.31,6.11,9.37,-0.16,-0.03,0.02
0.606,-0.825,0.237,4.333,-10.986,-6.348,1.01,6.01,8.57,-0.08,-0.01,0.01
0.622,-0.753,0.153,-1.831,-12.878,-6.409,0.81,6.02,8.01,-0.04,0.01,0.01
0.607,-0.728,0.155,1.465,-21.729,-5.005,0.72,5.50,7.69,0.05,-0.18,-0.00
0.553,-0.869,0.300,2.686,-21.362,-2.014,1.45,6.00,8.65,0.19,-0.22,0.11
0.622,-0.839,0.226,-4.822,-20.691,6.958,1.35,7.18,8.36,0.25,-0.09,0.12
0.607,-0.770,0.278,-5.249,-28.503,9.644,1.42,6.83,8.20,0.26,-0.14,0.07
0.553,-0.757,0.400,-6.165,-38.513,10.315,1.48,6.84,7.97,0.28,-0.11,0.11
0.559,-0.696,0.371,-8.728,-38.208,9.705,1.30,7.69,7.56,0.29,-0.20,0.04
0.530,-0.666,0.430,-6.226,-39.673,4.822,1.09,7.15,6.78,0.27,-0.42,-0.09
0.536,-0.655,0.443,-8.362,-33.264,5.005,1.56,7.06,7.74,0.32,-0.37,-0.04
0.518,-0.661,0.453,-6.897,-25.208,4.578,1.72,6.20,8.20,0.31,-0.30,0.02
0.513,-0.634,0.444,-10.620,-15.564,6.897,2.02,7.47,8.39,0.29,-0.16,0.19
0.403,-0.748,0.654,-1.526,3.052,7.446,1.45,7.25,7.77,0.26,-0.07,0.12
0.451,-0.778,0.587,-1.648,17.761,11.536,2.11,7.58,8.95,0.22,-0.20,-0.03
0.554,-0.729,0.430,-4.761,37.048,17.212,2.25,7.03,9.23,0.15,-0.08,0.01
0.534,-0.717,0.453,-3.052,40.466,17.029,1.70,6.90,7.95,0.12,0.19,0.15
0.515,-0.658,0.448,-7.263,48.889,15.808,2.27,5.56,8.92,0.08,-0.13,0.23
0.537,-0.624,0.308,-7.935,54.932,17.029,2.18,6.78,8.15,-0.03,0.15,0.43
0.575,-0.595,0.219,-2.991,52.612,16.418,0.65,6.63,5.26,-0.05,0.43,0.58
0.557,-0.695,0.218,1.282,45.532,14.954,0.42,5.74,4.87,0.12,-0.11,0.48
0.580,-0.674,0.230,-9.705,37.964,15.503,0.69,6.68,5.03,0.29,-0.67,0.52
0.692,-0.663,0.189,-11.292,30.823,12.695,1.93,7.64,7.30,0.33,-0.93,0.46
0.707,-0.692,0.214,-9.644,10.498,8.911,2.38,7.98,7.76,0.38,-0.93,0.31
0.810,-0.624,0.139,-10.803,-1.038,4.883,2.17,8.98,7.12,0.28,-0.67,0.37
0.758,-0.650,0.253,-4.028,-31.921,-8.057,1.64,9.38,5.94,0.15,-0.76,0.24
0.906,-0.613,0.057,-0.488,-46.997,-13.855,0.34,15.08,3.47,-0.46,-0.38,0.06
1.261,-0.448,-0.518,30.212,-136.780,-52.795,0.57,13.64,2.74,-0.58,-0.48,-0.56
1.346,-0.086,-1.110,41.443,-227.051,-89.172,2.39,15.20,3.32,-0.91,-0.91,-1.02
0.394,0.525,-1.284,113.098,-529.053,-258.179,3.94,11.57,6.14,-0.93,-2.18,-1.97
-0.268,0.508,-1.355,178.528,-699.158,-362.854,5.03,12.38,7.10,-1.01,-2.61,-2.55
-1.981,0.979,-0.920,174.438,-959.534,-584.229,5.64,9.84,11.43,-1.39,-2.05,-3.10
-2.417,-0.638,-0.924,183.777,-980.591,-656.311,4.05,6.21,8.84,-1.60,-0.74,-3.35
-2.828,-0.547,0.669,-307.556,-831.726,-581.604,3.81,-2.80,5.83,-1.22,-0.45,-3.41
-2.339,-0.483,1.381,-103.455,-800.110,-434.143,19.61,-19.61,16.58,0.68,-1.39,-3.57
-3.071,-2.260,1.693,-122.070,-341.492,-279.663,-3.29,18.76,6.46,0.63,-0.10,-0.56
-0.950,-0.995,0.185,-61.707,-24.353,-77.515,0.95,14.90,12.60,0.92,0.45,0.82
-0.754,-0.735,0.433,-30.823,37.903,11.047,2.16,7.59,8.70,0.05,0.10,-0.34
-0.586,-0.667,0.249,-6.775,37.781,34.119,1.71,6.03,8.14,-0.09,-0.03,-0.46
-0.518,-0.707,0.284,-0.305,31.555,36.499,2.13,6.00,8.59,-0.54,-0.04,-0.53
-0.441,-0.625,0.314,3.235,23.987,40.894,0.94,5.23,7.14,-0.88,-0.19,-0.26
-0.541,-0.635,0.411,19.531,0.061,34.363,1.03,5.76,8.72,-1.04,-0.65,-0.20
-0.656,-0.651,0.484,37.659,-2.197,40.100,1.62,3.99,9.47,-0.97,-0.81,-0.18
-0.821,-0.694,0.835,65.247,25.269,63.721,1.96,1.80,10.28,0.35,-0.01,0.52
-0.930,-0.880,0.874,70.068,71.960,87.280,1.76,4.16,7.44,0.48,0.97,1.41
-0.921,-1.125,0.482,78.247,173.889,179.382,1.81,7.38,7.92,0.50,0.66,1.29
-0.831,-0.902,0.365,56.458,210.266,222.168,1.53,7.42,6.29,0.27,0.61,1.02
-0.657,-0.459,0.195,26.733,261.597,271.667,1.28,7.03,6.41,0.17,0.39,1.19
-0.498,-0.573,0.152,45.410,290.527,273.987,1.35,8.19,6.68,-0.02,0.05,1.13
-0.269,-0.795,0.084,32.471,294.617,209.045,2.62,8.37,9.02,-0.19,-0.05,1.04
-0.441,-0.919,-0.317,24.902,254.333,173.401,2.29,9.53,7.07,-0.21,0.73,0.92
-,-,-,-,-,-,-,-,-,-,-,-
0.883,0.295,-1.128,90.027,-316.406,-157.776,0.52,17.52,3.76,-1.17,-0.56,-1.71
-0.274,0.836,-1.582,223.145,-699.951,-390.625,3.06,16.01,6.69,-1.29,-3.03,-4.37
-1.051,0.103,-1.590,244.812,-853.638,-500.732,5.30,9.80,7.82,-1.84,-3.07,-4.37
-2.981,-3.294,0.272,178.101,-847.534,-553.101,6.06,-1.84,11.08,-1.84,-1.52,-4.37
-4.000,-2.421,3.859,-40.466,-728.516,-554.321,-19.61,5.90,19.61,2.02,0.70,-1.96
-2.586,-1.061,0.238,-23.193,-211.121,-244.141,-7.86,0.02,0.00,0.00,0.00,2.83
-0.404,-0.450,0.487,-48.584,-67.261,-22.583,1.19,2.79,8.44,-0.23,-0.06,1.03
-0.644,-0.864,0.560,-14.099,-10.071,21.484,0.11,6.15,9.86,-0.19,0.89,1.20
-0.701,-0.812,0.363,-5.005,-5.554,32.654,0.44,6.43,9.37,-0.02,-0.06,0.43
-0.759,-0.818,0.339,1.282,2.441,24.353,1.37,7.23,10.83,-0.24,-0.14,0.07
-0.797,-0.992,0.400,8.118,3.662,28.687,1.55,7.58,11.95,-0.70,-0.50,-0.36
-0.716,-0.916,0.406,16.052,1.343,46.570,1.41,6.28,11.26,-1.03,-0.73,-0.71
-0.637,-0.834,0.437,57.678,2.563,56.580,0.30,2.71,8.30,-0.43,-1.19,-0.57
-0.643,-0.755,0.569,58.655,36.255,63.660,1.25,0.54,9.22,0.97,-0.50,0.55
-0.532,-0.627,0.648,31.616,78.552,63.477,0.78,3.43,6.48,1.26,0.80,1.51
-0.546,-0.894,0.552,45.166,141.602,105.286,0.20,6.61,5.59,1.22,0.50,1.77
-0.614,-0.911,0.433,33.386,176.453,151.245,0.93,7.36,7.65,0.79,-0.04,1.37
-0.598,-0.870,0.299,23.376,209.106,218.140,1.26,7.87,7.49,0.52,0.14,1.38
-0.399,-0.770,0.200,10.803,245.178,204.224,1.33,8.20,7.74,0.42,0.13,1.24
-0.702,-0.867,0.109,16.418,236.938,180.115,1.47,9.20,8.02,0.40,-0.08,0.85
-0.281,-0.948,0.252,4.456,260.559,140.503,1.29,8.98,7.53,0.30,-0.01,0.61
-0.209,-0.941,0.251,-4.395,230.042,115.479,1.43,8.36,7.68,0.16,-0.03,0.53
-0.109,-0.899,0.298,-29.480,149.780,65.613,1.83,7.45,8.67,0.05,-0.17,0.28
-0.144,-0.939,0.467,-39.795,117.859,41.016,1.55,6.42,7.60,0.07,0.03,0.35
-0.118,-0.922,0.489,-70.435,108.215,24.475,1.26,6.83,7.36,0.01,0.13,0.63
-0.041,-0.893,0.265,-78.613,104.309,26.672,1.35,7.87,7.56,-0.14,0.08,0.60
0.071,-0.700,0.134,-65.735,91.431,32.166,1.44,7.86,7.81,-0.25,-0.07,0.45
0.089,-0.695,0.168,-49.561,76.965,28.931,1.73,7.84,7.85,-0.32,0.00,0.36
-0.027,-0.801,0.484,-15.381,51.208,20.874,1.79,7.12,8.21,-0.29,0.03,0.26
-0.066,-0.916,0.563,-9.827,44.617,18.921,1.91,6.48,8.33,-0.24,0.06,0.17
-0.156,-1.144,0.678,-12.634,43.274,29.236,2.04,7.34,8.90,-0.11,0.06,0.15
-0.121,-1.020,0.638,-27.039,53.040,35.400,2.07,8.12,8.75,-0.08,0.20,0.02
-0.035,-0.737,0.560,-31.738,57.190,38.391,1.86,7.33,8.12,-0.11,0.23,-0.12
0.004,-0.756,0.532,-24.597,55.908,33.936,1.41,6.66,7.42,-0.06,0.18,-0.03
0.046,-0.793,0.477,-18.250,55.664,28.931,1.40,7.35,7.27,-0.10,0.20,0.02
0.085,-0.640,0.466,-16.663,52.856,24.231,1.29,7.16,7.11,-0.18,0.06,-0.02
0.095,-0.595,0.511,0.061,41.565,8.301,2.07,6.67,8.52,-0.28,-0.04,-0.01
0.047,-0.886,0.551,10.803,37.537,2.319,2.26,6.15,8.98,-0.28,0.10,0.10
0.068,-1.108,0.502,11.780,47.791,18.127,1.69,7.62,8.00,-0.23,0.30,0.17
0.041,-0.987,0.563,-9.766,51.331,26.489,1.58,7.44,7.91,-0.18,0.10,-0.02
0.105,-0.796,0.498,-18.799,50.293,29.785,1.54,7.06,7.74,-0.17,0.08,-0.09
0.159,-0.755,0.434,-17.944,46.204,25.757,1.82,6.47,8.35,-0.17,-0.05,-0.15
0.136,-0.763,0.509,-9.216,33.813,15.747,2.23,5.61,9.00,-0.22,0.06,-0.07
0.087,-0.812,0.604,-3.601,33.203,14.099,1.64,6.34,8.51,-0.21,0.21,0.04
0.089,-1.060,0.605,-0.549,53.040,22.400,1.53,7.29,8.54,-0.27,0.14,0.14
0.143,-1.091,0.518,-8.667,66.162,34.790,2.23,6.82,9.12,-0.34,0.11,-0.07
0.159,-1.082,0.543,-29.114,81.726,57.861,1.86,6.01,8.25,-0.22,0.24,0.04
0.234,-0.980,0.421,-46.692,92.041,71.350,1.31,6.69,7.78,-0.15,0.60,0.25
0.278,-0.488,0.370,-63.477,85.327,71.594,1.02,6.65,7.12,-0.07,0.48,0.14
0.324,-0.417,0.385,-53.467,71.594,57.190,0.88,6.65,7.09,-0.09,0.21,0.07
0.312,-0.709,0.495,-24.231,49.561,27.344,2.07,4.89,9.12,-0.11,-0.20,0.02
0.258,-0.808,0.550,-20.142,52.246,25.696,2.04,4.74,8.36,-0.02,0.07,0.25
0.233,-0.704,0.562,-25.330,74.890,37.109,1.33,5.19,7.81,0.02,0.41,0.73
0.260,-0.565,0.527,-27.405,85.938,38.940,1.01,5.85,7.59,0.08,0.16,0.63
0.279,-0.492,0.505,-3.906,94.849,28.381,1.35,6.07,7.84,0.15,-0.31,0.48
0.327,-0.546,0.489,10.742,96.191,19.043,1.73,7.05,8.18,0.20,-0.38,0.53
0.357,-0.647,0.478,35.889,88.806,2.686,2.21,7.38,8.66,0.23,-0.24,0.45
0.442,-0.944,0.448,39.001,83.130,0.916,1.77,8.51,7.99,0.20,0.00,0.44
0.516,-1.064,0.398,23.071,64.636,13.733,1.74,8.63,7.95,0.10,0.06,0.36
0.499,-0.944,0.438,7.568,50.110,20.752,1.88,7.83,7.80,0.10,0.03,0.21
0.452,-0.815,0.516,-12.268,27.161,21.851,1.97,7.58,8.00,0.11,0.03,0.13
0.433,-0.701,0.473,-13.916,21.606,18.372,1.93,7.62,7.91,0.08,0.07,0.06
0.458,-0.661,0.419,-12.268,17.822,10.254,1.87,7.62,7.63,0.00,0.04,0.02
0.473,-0.635,0.388,-3.723,10.071,5.615,2.20,6.80,7.97,-0.07,-0.01,-0.01
0.433,-0.756,0.524,4.333,3.296,-1.770,2.47,6.93,8.52,-0.11,0.01,0.06
0.430,-0.779,0.503,3.174,4.272,-1.770,2.22,7.30,8.37,-0.13,0.14,0.04
0.429,-0.787,0.499,5.066,4.211,0.427,2.08,6.98,8.09,-0.11,0.15,0.01
0.414,-0.903,0.525,5.737,6.958,4.272,2.17,6.96,8.35,-0.07,0.14,-0.01
0.467,-0.799,0.439,-1.160,11.475,15.442,1.73,7.16,7.88,-0.07,0.20,-0.04
0.426,-0.745,0.490,-2.686,9.216,16.785,1.43,6.73,7.47,-0.03,0.14,-0.10
0.426,-0.720,0.430,-5.737,10.315,14.587,1.68,6.68,7.75,-0.02,0.01,-0.07
0.488,-0.647,0.385,-5.554,10.010,11.841,1.87,6.87,7.94,-0.04,-0.00,-0.06
0.487,-0.654,0.399,2.441,4.761,5.737,1.97,6.78,8.13,-0.06,0.01,-0.00
0.465,-0.754,0.464,3.845,3.845,4.883,2.10,7.06,8.29,-0.09,0.05,0.00
0.475,-0.743,0.454,2.869,1.831,3.418,1.99,6.99,8.22,-0.11,0.09,-0.01
0.477,-0.728,0.435,3.662,-0.061,2.625,1.71,6.90,7.69,-0.08,0.11,-0.03
0.476,-0.729,0.456,3.662,-3.601,0.549,1.43,6.94,7.43,-0.09,0.10,-0.03
0.450,-0.723,0.477,3.174,-4.272,-0.427,2.06,6.97,8.36,-0.09,-0.04,-0.07
0.456,-0.729,0.477,3.784,-2.563,-1.892,2.15,7.06,8.52,-0.12,0.18,-0.04
0.446,-0.785,0.479,5.310,-2.380,-1.648,1.67,6.92,7.59,-0.08,0.25,-0.07
0.462,-0.799,0.459,3.296,-1.038,1.587,1.63,7.19,7.70,-0.08,0.10,-0.08
0.439,-0.767,0.507,2.625,-1.587,2.319,1.69,6.97,7.87,-0.07,-0.03,-0.12
0.443,-0.769,0.442,1.709,0.244,3.235,1.98,7.14,8.25,-0.08,-0.05,-0.11
0.481,-0.724,0.413,1.709,0.000,3.479,2.00,6.85,8.29,-0.12,0.07,-0.10
0.456,-0.742,0.443,3.357,-1.831,2.869,1.71,6.57,7.91,-0.08,0.11,-0.10
0.441,-0.790,0.478,3.113,1.465,4.822,1.68,7.09,7.96,-0.04,0.04,-0.07
0.488,-0.758,0.419,0.061,4.761,7.690,1.50,7.33,7.70,-0.07,0.02,-0.14
0.459,-0.753,0.473,1.221,1.099,7.629,1.83,6.60,7.92,-0.08,-0.06,-0.16
0.447,-0.752,0.498,-2.014,1.343,7.568,2.57,7.08,9.24,-0.12,0.04,-0.09
0.456,-0.741,0.468,-0.366,1.953,7.324,1.62,6.96,7.94,-0.15,0.23,-0.04
0.403,-0.810,0.537,2.502,10.193,12.268,1.38,6.61,7.60,-0.07,0.10,-0.12
0.495,-0.725,0.423,-2.014,16.113,14.587,1.24,7.11,7.47,-0.05,0.05,-0.08
0.511,-0.666,0.537,-1.343,12.512,11.230,1.20,6.89,7.25,-0.05,-0.06,-0.13
0.374,-0.768,0.617,-0.427,15.625,11.536,1.44,6.96,7.50,0.02,-0.14,-0.12
0.436,-0.721,0.410,-6.958,32.349,13.245,1.81,7.69,8.16,-0.03,-0.07,-0.06
0.531,-0.703,0.391,-1.953,32.593,11.902,1.70,7.33,7.77,-0.08,-0.07,-0.16
0.514,-0.761,0.421,1.526,27.100,12.329,1.82,6.89,8.07,-0.10,-0.15,-0.15
0.450,-0.788,0.516,-2.380,27.527,13.977,1.79,6.78,8.13,-0.11,-0.03,-0.12
0.463,-0.771,0.510,-5.676,38.757,19.470,1.66,7.35,8.00,-0.10,-0.00,-0.08
0.590,-0.677,0.305,-9.949,40.344,19.714,1.63,7.45,7.89,-0.16,-0.01,-0.14
0.617,-0.656,0.261,-6.226,35.950,13.916,1.32,7.08,7.25,-0.17,-0.05,-0.17
0.931,-0.402,-0.276,-4.211,2.197,-2.380,0.82,9.08,6.14,-0.38,0.10,-0.05
1.192,-0.265,-0.938,20.508,-134.155,-64.758,-0.30,13.65,3.45,-1.11,0.56,-0.02
1.237,-0.055,-1.179,49.133,-259.094,-112.671,-0.70,12.67,3.10,-1.21,-0.14,-0.67
0.493,0.948,-2.011,99.365,-628.052,-287.109,1.50,10.89,5.59,-0.97,-1.73,-1.97
-0.641,1.141,-1.832,114.197,-810.791,-406.799,1.92,8.60,5.98,-0.73,-2.21,-2.57
-2.448,-1.215,-1.161,123.169,-934.265,-539.001,1.43,6.92,5.36,-0.91,-1.57,-2.33
-3.267,-2.573,0.328,66.406,-896.729,-543.945,2.55,-1.05,6.19,-0.45,-2.28,-3.24
-3.599,-1.336,4.000,-26.917,-692.200,-410.034,12.69,-19.61,19.57,3.99,-1.79,-2.36
-2.097,-0.987,2.088,-179.077,-442.444,-342.102,5.37,6.54,7.99,0.99,2.35,2.61
-1.344,-1.111,0.799,-21.545,-83.679,-41.687,-1.76,11.58,11.72,-0.32,-1.54,0.67
-0.950,-1.071,0.594,-45.288,-6.775,-2.686,3.89,8.56,11.65,0.14,0.89,0.55
-0.815,-0.647,0.401,-17.456,2.441,32.593,0.96,8.68,8.55,-0.02,0.14,0.18
-0.797,-0.683,0.433,-9.766,3.723,23.926,2.17,7.67,8.58,-0.30,-0.10,-0.33
-0.806,-0.782,0.470,8.728,5.249,25.513,1.23,7.92,8.75,-0.70,-0.56,-0.37
-0.822,-0.804,0.527,15.808,8.728,31.555,2.34,6.85,9.50,-0.72,-0.53,-0.77
-0.790,-0.836,0.679,51.392,30.640,57.190,1.77,5.42,9.02,-0.55,-0.57,-0.62
-1.008,-0.870,0.814,69.580,54.993,71.411,2.79,2.09,10.27,0.28,-0.11,0.07
-0.824,-0.717,0.731,37.659,147.095,104.431,2.00,3.80,7.36,0.45,0.97,0.87
-,-,-,-,-,-,-,-,-,-,-,-
0.985,0.173,-1.073,62.744,-226.013,-90.454,-0.53,12.65,3.79,-1.17,0.35,-1.55
0.104,0.254,-1.140,153.076,-565.491,-276.123,1.41,10.76,6.39,-1.04,-1.79,-2.80
-0.486,-0.006,-1.142,152.771,-697.693,-359.436,2.91,7.06,8.45,-1.01,-1.62,-3.05
-1.514,-0.518,0.112,-33.142,-749.756,-437.439,2.79,0.99,7.02,-0.47,-0.81,-2.98
-2.068,-0.873,0.536,-0.305,-704.102,-405.457,3.17,-0.34,10.46,-0.13,-0.87,-2.08
-2.202,-1.081,3.043,-59.326,-542.175,-362.793,6.31,-14.91,17.66,0.99,0.23,-0.16
-1.379,-1.266,0.927,-116.089,-344.910,-253.967,1.98,8.45,11.10,1.24,1.80,1.06
-0.955,-1.044,0.712,-13.428,-90.820,-40.833,1.19,5.11,9.99,-0.16,-1.06,0.90
-0.773,-0.891,0.500,-37.231,-23.315,2.502,1.35,6.78,10.66,0.33,0.45,0.52
-0.755,-0.788,0.353,-5.188,-7.812,19.409,1.50,7.36,10.17,0.16,-0.19,0.06
-0.719,-0.849,0.357,-2.258,-5.737,19.470,2.02,6.71,10.50,-0.26,-0.33,-0.03
-0.699,-0.832,0.435,11.902,-7.385,28.992,1.35,6.22,9.37,-0.28,-0.51,-0.18
-0.725,-0.814,0.490,20.569,-6.348,34.058,1.90,5.03,9.46,-0.04,-0.73,-0.23
-0.865,-0.920,0.758,52.307,20.996,51.941,2.12,3.45,10.42,0.27,-0.45,0.14
-0.822,-0.913,0.776,53.406,60.730,73.853,2.50,3.75,9.97,0.86,0.53,0.86
-0.723,-0.886,0.591,5.737,168.701,130.981,1.12,5.05,6.91,0.85,0.83,1.23
