a1X,a1Y,a1Z,g1X,g1Y,g1Z,a2X,a2Y,a2Z,g2X,g2Y,g2Z
-0.308,-0.429,-0.901,-5.859,88.928,-27.893,9.52,0.64,4.91,-0.79,-0.34,-0.26
-0.340,0.302,-0.666,-23.376,40.833,10.498,9.81,0.85,5.02,-0.30,-0.05,-0.05
-0.710,-0.047,-0.638,-6.836,-0.061,11.841,9.56,1.54,4.19,-0.20,0.07,0.19
-1.047,0.000,-0.575,-19.226,-21.484,-13.062,9.39,2.57,3.91,-0.06,0.07,0.29
-1.051,0.019,-0.554,-11.841,-20.325,-7.141,9.33,3.55,3.72,0.09,0.06,0.21
-0.979,-0.058,-0.559,-11.658,-9.094,-6.775,9.26,4.04,3.46,0.18,0.00,0.10
-0.996,0.052,-0.552,-21.973,-3.540,-17.151,9.23,4.31,3.17,0.25,-0.05,0.01
-0.895,-0.079,-0.607,-12.939,15.076,-13.794,9.25,4.31,3.07,0.28,-0.09,-0.06
-0.802,-0.098,-0.596,-18.066,15.625,-15.991,9.25,4.05,3.03,0.29,-0.09,-0.07
-0.797,0.052,-0.566,-37.109,16.846,-22.217,9.16,3.73,2.83,0.36,-0.05,-0.07
-0.818,0.111,-0.520,-39.856,19.104,-23.560,8.97,3.65,2.35,0.48,-0.01,-0.09
-0.816,0.154,-0.535,-41.321,23.865,-36.194,8.76,3.56,1.91,0.61,-0.03,-0.15
-0.793,-0.026,-0.561,-42.114,26.855,-40.039,8.73,3.42,1.82,0.84,-0.08,-0.24
-0.796,-0.046,-0.575,-61.279,32.471,-50.415,8.82,3.41,1.96,1.06,-0.08,-0.29
-0.887,0.039,-0.561,-71.472,35.706,-57.068,8.88,3.67,1.98,1.25,-0.06,-0.33
-0.910,0.041,-0.565,-71.777,45.044,-69.092,8.91,3.84,1.94,1.44,-0.07,-0.39
-0.835,-0.098,-0.634,-71.106,50.293,-75.562,9.05,3.81,2.11,1.69,-0.09,-0.48
-0.822,0.044,-0.597,-84.106,50.171,-85.327,9.29,4.08,2.38,1.84,-0.08,-0.49
-0.848,0.065,-0.589,-82.336,46.570,-87.219,9.37,4.25,2.46,1.85,-0.04,-0.46
-0.877,-0.002,-0.534,-71.594,42.053,-78.308,9.35,4.26,2.36,1.86,0.01,-0.43
-0.912,-0.038,-0.536,-75.500,42.725,-80.322,9.20,4.14,2.02,2.02,0.05,-0.46
-0.949,0.047,-0.498,-94.971,53.772,-108.093,8.99,4.06,1.19,2.35,0.08,-0.55
-1.017,0.155,-0.483,-102.356,64.575,-134.644,8.78,4.08,0.17,2.91,0.00,-0.69
-0.970,0.081,-0.531,-121.826,93.933,-195.801,8.80,4.23,-0.47,3.64,-0.13,-0.86
-0.887,0.176,-0.575,-137.085,103.577,-224.548,9.02,4.70,-0.53,4.29,-0.24,-0.95
-0.866,0.188,-0.557,-142.517,109.619,-242.249,9.23,5.17,-0.29,4.60,-0.30,-0.95
-0.749,0.158,-0.577,-139.587,105.347,-234.680,9.39,5.20,0.05,4.67,-0.30,-0.91
-0.680,0.121,-0.609,-135.986,88.623,-209.167,9.49,4.82,0.34,4.61,-0.24,-0.81
-0.632,0.104,-0.608,-136.719,76.843,-194.763,9.46,4.38,0.55,4.52,-0.11,-0.67
-0.727,0.136,-0.560,-137.512,52.734,-171.509,9.34,4.12,0.51,4.48,0.10,-0.57
-0.766,0.180,-0.524,-141.724,46.387,-165.527,9.25,4.07,-0.07,4.53,0.25,-0.52
-0.856,0.805,-0.374,-164.612,46.692,-174.866,8.84,4.39,-1.36,4.64,0.46,-0.46
-0.898,0.961,-0.327,-157.104,48.767,-188.538,8.41,5.09,-2.71,4.54,0.35,-0.42
-0.862,0.706,-0.390,-109.009,56.641,-190.063,8.34,5.32,-3.39,4.29,0.05,-0.46
-0.823,0.590,-0.451,-93.689,55.969,-181.396,8.58,5.44,-3.33,3.99,-0.24,-0.47
-0.839,0.509,-0.500,-70.496,44.983,-153.687,8.89,5.55,-2.73,3.57,-0.39,-0.43
-0.848,0.380,-0.494,-54.077,34.485,-128.052,9.24,5.74,-1.87,3.02,-0.44,-0.34
-0.914,0.222,-0.463,-44.006,13.855,-63.171,9.50,5.99,-1.02,2.38,-0.31,-0.22
-0.935,0.289,-0.418,-46.936,4.639,-28.748,9.53,6.13,-0.71,1.68,0.01,-0.12
-0.891,0.544,-0.386,-45.410,-6.287,24.963,9.28,5.98,-1.12,1.14,0.35,-0.06
-0.876,0.597,-0.351,-36.987,-8.301,39.368,8.82,5.66,-1.87,0.73,0.58,-0.04
-0.807,0.646,-0.356,-19.409,-1.465,42.358,8.32,5.22,-2.69,0.50,0.67,-0.07
-0.745,0.664,-0.375,-13.184,4.578,32.532,7.94,4.68,-3.43,0.42,0.62,-0.11
-0.651,0.625,-0.376,-9.094,16.846,0.366,7.64,4.20,-3.92,0.43,0.49,-0.14
-0.594,0.569,-0.422,-8.423,20.020,-13.123,7.55,3.67,-3.96,0.45,0.30,-0.16
-0.583,0.362,-0.486,-9.277,17.151,-27.283,7.71,3.25,-3.51,0.45,0.11,-0.14
-0.621,0.313,-0.495,-14.343,13.428,-27.466,7.93,3.20,-2.78,0.38,0.02,-0.10
-0.692,0.294,-0.518,-19.409,4.517,-13.245,8.16,3.24,-2.09,0.25,0.04,-0.06
-0.715,0.303,-0.526,-18.188,1.099,-2.075,8.38,3.25,-1.71,0.12,0.12,-0.04
-0.722,0.354,-0.557,-19.165,-3.174,15.808,8.60,3.25,-1.59,0.02,0.22,-0.03
-0.727,0.365,-0.525,-19.165,-4.395,22.095,8.70,3.30,-1.58,-0.08,0.33,-0.03
-0.760,0.477,-0.453,-20.569,-6.287,33.875,8.67,3.45,-1.75,-0.19,0.44,-0.04
-0.793,0.565,-0.424,-20.752,-6.531,36.316,8.50,3.70,-2.19,-0.33,0.51,-0.05
-0.786,0.526,-0.444,-8.606,-3.235,38.574,8.41,3.77,-2.58,-0.45,0.49,-0.09
-0.794,0.506,-0.456,-5.371,-1.526,37.415,8.43,3.77,-2.85,-0.51,0.45,-0.14
-0.872,0.532,-0.443,-4.028,1.160,31.921,8.47,3.92,-3.06,-0.51,0.42,-0.18
-0.876,0.537,-0.468,-2.686,4.456,29.419,8.51,4.10,-3.21,-0.48,0.38,-0.24
-0.815,0.467,-0.509,0.183,12.878,25.513,8.61,4.13,-3.14,-0.45,0.33,-0.31
-0.766,0.430,-0.534,1.282,15.686,23.621,8.72,3.92,-2.95,-0.43,0.27,-0.37
-0.718,0.404,-0.535,0.305,16.479,15.869,8.80,3.69,-2.81,-0.37,0.23,-0.39
-0.723,0.379,-0.530,-1.221,14.587,11.047,8.84,3.62,-2.57,-0.32,0.19,-0.39
-0.817,0.372,-0.503,-3.296,7.507,6.714,8.88,3.74,-2.35,-0.29,0.17,-0.39
-0.857,0.355,-0.505,-2.686,5.432,7.751,8.96,3.97,-2.15,-0.27,0.15,-0.40
-0.905,0.357,-0.498,-2.869,4.456,13.733,9.06,4.25,-2.00,-0.25,0.16,-0.41
-0.928,0.356,-0.483,-2.441,4.578,15.991,9.11,4.58,-1.89,-0.24,0.18,-0.43
-0.953,0.362,-0.464,-1.221,5.249,19.958,9.14,4.85,-1.88,-0.24,0.21,-0.43
-0.936,0.339,-0.491,-0.488,5.798,20.752,9.14,5.02,-1.83,-0.24,0.23,-0.43
-0.875,0.300,-0.497,-3.174,6.775,19.348,9.14,5.08,-1.70,-0.24,0.24,-0.44
-0.892,0.295,-0.482,-4.761,6.409,17.944,9.10,5.08,-1.62,-0.23,0.26,-0.43
-0.887,0.316,-0.454,-10.498,5.798,16.785,9.00,5.11,-1.61,-0.21,0.30,-0.40
-0.891,0.339,-0.443,-13.794,5.371,17.029,8.87,5.18,-1.65,-0.22,0.33,-0.38
-0.873,0.356,-0.411,-16.174,8.057,18.311,8.68,5.18,-1.73,-0.24,0.37,-0.36
-0.856,0.358,-0.408,-15.015,10.132,18.677,8.47,5.12,-1.85,-0.23,0.40,-0.36
-0.783,0.382,-0.433,-13.367,12.329,14.038,8.30,4.94,-2.00,-0.19,0.41,-0.36
-0.785,0.386,-0.402,-11.963,11.597,8.667,8.12,4.70,-2.19,-0.08,0.39,-0.35
-0.763,0.363,-0.426,-12.390,11.108,-7.385,7.99,4.46,-2.30,0.09,0.34,-0.35
-0.775,0.347,-0.421,-12.756,10.193,-16.724,7.92,4.35,-2.33,0.28,0.24,-0.35
-0.841,0.234,-0.470,-16.785,9.460,-36.133,7.95,4.35,-2.17,0.50,0.13,-0.36
-0.875,0.177,-0.479,-21.790,10.132,-41.870,8.16,4.60,-1.75,0.69,0.06,-0.37
-0.925,0.206,-0.427,-38.147,14.221,-38.635,8.33,5.02,-1.36,0.79,0.09,-0.37
-0.902,0.275,-0.422,-43.945,16.907,-32.410,8.33,5.26,-1.26,0.79,0.17,-0.38
-0.839,0.382,-0.440,-44.006,20.569,-26.123,8.26,5.26,-1.42,0.77,0.24,-0.40
-0.815,0.402,-0.435,-41.260,20.630,-27.588,8.15,5.04,-1.80,0.81,0.27,-0.42
-0.800,0.395,-0.418,-37.170,20.325,-42.480,8.00,4.79,-2.19,0.96,0.25,-0.42
-0.796,0.388,-0.412,-37.903,20.081,-53.223,7.89,4.70,-2.42,1.16,0.18,-0.44
-0.811,0.438,-0.376,-38.452,17.761,-67.871,7.75,4.85,-2.43,1.31,0.14,-0.41
-0.852,0.385,-0.414,-37.537,15.869,-66.711,7.86,5.20,-2.35,1.30,-0.03,-0.38
-0.835,0.339,-0.426,-33.875,17.883,-55.969,7.87,5.16,-2.29,1.27,-0.03,-0.32
-0.850,0.368,-0.404,-34.119,18.555,-53.528,7.92,5.31,-2.21,1.26,-0.05,-0.33
-0.867,0.431,-0.371,-32.532,16.418,-45.898,7.91,5.55,-2.24,1.17,-0.03,-0.29
-0.834,0.489,-0.381,-30.518,15.076,-40.466,7.85,5.55,-2.45,1.05,0.02,-0.27
-0.826,0.437,-0.403,-20.386,11.169,-34.363,7.83,5.48,-2.55,0.92,-0.02,-0.23
-0.839,0.404,-0.398,-16.602,9.094,-31.311,7.85,5.41,-2.56,0.80,-0.04,-0.20
-0.911,0.282,-0.400,-15.747,7.385,-24.292,7.88,5.40,-2.48,0.73,-0.03,-0.18
-0.909,0.249,-0.410,-18.982,10.437,-21.240,7.89,5.40,-2.32,0.75,0.02,-0.19
-0.909,0.271,-0.416,-28.564,15.625,-18.188,7.97,5.55,-2.11,0.77,0.05,-0.21
-0.891,0.307,-0.430,-33.203,17.029,-15.320,8.05,5.62,-2.01,0.72,0.10,-0.21
-0.837,0.447,-0.418,-36.316,21.912,-12.573,8.00,5.44,-2.35,0.66,0.16,-0.21
-0.843,0.470,-0.403,-36.377,25.085,-20.081,7.85,5.13,-2.96,0.69,0.16,-0.20
-0.817,0.406,-0.417,-38.086,28.442,-42.236,7.83,5.07,-3.15,0.78,0.10,-0.19
-0.838,0.412,-0.406,-41.321,25.635,-46.021,7.92,5.22,-3.04,0.80,0.07,-0.18
-0.856,0.440,-0.436,-44.128,19.470,-39.368,8.02,5.34,-2.87,0.73,0.09,-0.15
-0.834,0.475,-0.467,-43.518,17.639,-31.860,8.15,5.36,-2.79,0.56,0.13,-0.13
-0.755,0.528,-0.462,-35.706,14.160,-14.587,8.19,4.97,-3.00,0.38,0.18,-0.11
-0.724,0.579,-0.440,-31.311,12.634,-10.864,8.04,4.64,-3.35,0.29,0.20,-0.07
-0.686,0.560,-0.454,-17.822,5.066,-9.766,7.95,4.46,-3.47,0.20,0.15,-0.03
-,-,-,-,-,-,-,-,-,-,-,-
-0.772,1.481,-0.284,222.778,26.489,312.927,8.04,11.31,-2.15,-6.90,0.20,0.79
-0.206,1.269,-1.090,432.800,-63.293,438.416,8.44,10.11,-3.17,-8.73,0.01,0.94
0.300,0.531,-1.342,514.160,-148.987,482.483,9.03,6.82,-3.74,-8.73,-0.30,1.21
-0.105,-0.077,-1.250,585.632,-282.898,463.745,9.64,4.75,-3.57,-8.73,-0.59,1.72
-0.747,0.010,-0.772,560.181,-321.228,459.045,8.63,5.33,-2.66,-8.73,-1.10,1.95
0.017,-0.067,-1.185,555.847,-332.031,479.431,8.75,3.35,-2.93,-8.73,-1.34,1.75
-0.126,-0.584,-1.176,518.188,-352.112,446.716,9.22,1.58,-2.64,-8.73,-1.33,1.69
-1.355,-1.904,-1.320,310.974,-385.315,318.787,9.39,1.57,0.54,-8.60,-1.16,1.64
-2.028,-1.440,-1.045,169.128,-318.542,222.717,9.11,3.02,2.72,-7.04,-0.75,1.39
-1.385,0.017,-0.554,-1.648,-19.470,37.109,8.48,3.37,1.93,-5.51,-0.53,1.03
-1.017,0.101,-0.530,-9.583,64.209,-1.404,8.31,3.63,1.49,-3.91,-0.52,0.54
-0.590,-0.358,-0.664,-4.944,108.398,-19.836,8.59,3.51,2.25,-2.75,-0.40,0.20
-0.288,0.481,-0.628,-17.456,99.365,16.907,8.87,3.03,2.91,-1.96,-0.21,0.05
-0.564,0.075,-0.624,6.714,33.813,35.522,8.82,2.77,2.64,-1.43,-0.03,0.03
-0.681,0.068,-0.619,-8.484,20.691,12.817,8.66,2.76,2.37,-1.02,0.03,0.03
-0.778,0.082,-0.585,-11.169,8.545,-4.150,8.60,2.89,2.26,-0.62,0.07,0.00
-0.853,0.077,-0.581,-5.005,3.662,-1.160,8.60,3.22,2.21,-0.24,0.07,-0.08
-0.829,0.120,-0.578,-15.015,5.615,-16.907,8.63,3.73,2.23,0.02,0.04,-0.18
-0.816,0.138,-0.610,-14.893,7.324,-21.729,8.75,3.84,2.47,0.11,-0.01,-0.22
-0.833,-0.053,-0.584,-1.526,12.573,-7.874,8.80,4.01,2.58,0.14,-0.01,-0.21
-0.846,-0.010,-0.596,-8.423,13.611,-12.817,8.85,4.18,2.72,0.17,0.00,-0.18
-0.856,0.043,-0.604,-5.615,14.160,-10.864,8.89,4.31,2.71,0.16,-0.00,-0.18
-0.858,-0.034,-0.621,-1.282,14.160,-9.094,8.95,4.26,2.75,0.19,-0.03,-0.21
-0.891,-0.036,-0.646,-8.850,19.165,-14.465,9.02,4.24,2.84,0.28,-0.04,-0.26
-0.833,-0.040,-0.680,-11.902,24.109,-16.785,9.18,4.20,3.06,0.36,-0.05,-0.32
-0.709,-0.092,-0.731,-16.174,23.132,-14.221,9.42,3.98,3.46,0.37,-0.02,-0.34
-0.703,-0.052,-0.686,-19.775,17.578,-10.193,9.47,3.84,3.50,0.30,0.05,-0.27
-0.842,0.062,-0.577,-22.095,5.920,-5.981,9.31,4.00,3.23,0.22,0.10,-0.18
-0.899,0.044,-0.570,-17.151,3.418,-3.174,9.14,4.26,3.04,0.19,0.13,-0.15
-0.922,-0.009,-0.596,-12.085,7.812,-0.610,9.09,4.53,3.00,0.20,0.14,-0.17
-0.876,-0.029,-0.656,-13.550,15.930,-1.221,9.10,4.47,3.08,0.20,0.14,-0.22
-0.833,-0.035,-0.653,-16.296,19.287,-2.747,9.11,4.29,3.07,0.24,0.15,-0.25
-0.833,-0.024,-0.649,-22.278,26.001,-14.038,9.10,4.09,2.95,0.32,0.16,-0.29
-0.760,-0.039,-0.666,-24.170,27.344,-18.799,9.16,4.02,3.07,0.41,0.15,-0.32
-0.731,-0.073,-0.654,-24.475,20.447,-16.113,9.24,3.90,3.30,0.42,0.17,-0.29
-0.779,-0.044,-0.616,-26.611,15.564,-14.404,9.16,3.84,3.23,0.43,0.22,-0.23
-0.893,0.014,-0.533,-31.982,14.832,-16.907,8.97,3.98,3.02,0.49,0.27,-0.18
-0.917,0.048,-0.518,-34.485,17.761,-20.203,8.77,4.33,2.78,0.56,0.27,-0.21
-0.878,0.011,-0.537,-32.043,25.208,-21.179,8.67,4.55,2.67,0.62,0.23,-0.27
-0.906,0.035,-0.503,-31.616,28.748,-21.606,8.54,4.74,2.54,0.67,0.22,-0.33
-0.962,0.061,-0.471,-28.320,38.513,-26.855,8.38,4.98,2.30,0.72,0.18,-0.41
-0.909,-0.023,-0.518,-24.170,43.823,-28.503,8.37,5.05,2.36,0.80,0.10,-0.54
-0.702,-0.042,-0.610,-26.001,43.579,-24.536,8.60,5.05,2.80,0.82,0.05,-0.61
-0.695,-0.029,-0.598,-26.062,34.790,-18.311,8.82,4.92,3.17,0.65,0.08,-0.54
-0.754,-0.001,-0.570,-18.555,11.841,-1.465,8.90,4.63,3.21,0.43,0.14,-0.39
-0.808,-0.003,-0.570,-14.221,2.197,4.089,8.88,4.50,3.06,0.30,0.19,-0.25
-0.856,0.037,-0.548,-11.536,-7.324,3.845,8.83,4.63,2.79,0.26,0.23,-0.15
-0.942,-0.026,-0.550,-10.193,-6.287,-1.160,8.80,4.78,2.64,0.27,0.22,-0.12
-1.086,0.018,-0.493,-16.907,3.662,-13.489,8.70,5.01,2.49,0.36,0.19,-0.15
-1.045,0.063,-0.504,-21.362,14.282,-23.926,8.58,5.40,2.30,0.48,0.11,-0.24
-0.980,-0.008,-0.520,-16.296,31.921,-26.367,8.64,5.63,2.54,0.53,0.03,-0.32
-0.834,-0.094,-0.559,-17.029,31.311,-21.179,8.76,5.50,2.79,0.51,0.02,-0.37
-0.820,-0.012,-0.537,-21.667,22.583,-15.442,8.77,5.34,2.76,0.47,0.05,-0.34
-0.888,0.090,-0.489,-20.020,17.517,-15.991,8.66,5.41,2.55,0.41,0.06,-0.29
-0.918,0.083,-0.482,-7.019,13.977,-11.841,8.59,5.50,2.44,0.34,0.03,-0.26
-0.947,-0.002,-0.488,-2.930,13.794,-9.827,8.54,5.53,2.37,0.32,0.01,-0.27
-0.941,0.011,-0.505,-4.883,18.311,-15.869,8.52,5.57,2.31,0.35,-0.01,-0.30
-0.917,-0.031,-0.523,-5.737,21.912,-18.860,8.56,5.59,2.42,0.35,-0.05,-0.32
-0.897,-0.063,-0.505,-8.301,23.621,-18.311,8.64,5.47,2.57,0.35,-0.06,-0.33
-0.875,-0.035,-0.522,-11.963,22.827,-19.287,8.67,5.40,2.58,0.38,-0.04,-0.32
-0.880,0.062,-0.498,-14.954,17.761,-20.691,8.66,5.49,2.54,0.37,-0.02,-0.29
-0.896,0.019,-0.490,-9.644,15.381,-17.212,8.64,5.54,2.50,0.32,-0.02,-0.25
-0.907,-0.001,-0.480,-5.615,9.705,-9.094,8.60,5.64,2.51,0.27,-0.01,-0.21
-0.899,0.015,-0.494,-4.578,7.080,-5.493,8.55,5.68,2.55,0.21,0.01,-0.18
-0.899,-0.012,-0.464,-2.502,4.272,-2.441,8.47,5.65,2.51,0.15,0.02,-0.15
-0.931,0.027,-0.448,-4.761,3.296,-3.174,8.40,5.82,2.47,0.09,0.02,-0.11
-0.920,-0.005,-0.459,-0.732,1.831,2.625,8.37,5.87,2.50,-0.00,0.02,-0.08
-0.925,-0.006,-0.458,0.793,1.343,5.859,8.34,5.83,2.43,-0.07,0.03,-0.07
-0.934,0.031,-0.469,-0.366,1.709,4.639,8.33,5.79,2.34,-0.08,0.02,-0.06
-0.929,-0.008,-0.485,-1.038,2.319,3.479,8.35,5.79,2.33,-0.08,0.01,-0.06
-0.924,-0.013,-0.506,-1.526,4.944,1.099,8.41,5.73,2.41,-0.10,-0.00,-0.07
-0.896,-0.022,-0.514,-0.305,5.615,2.075,8.48,5.61,2.49,-0.11,-0.02,-0.07
-0.885,-0.034,-0.513,-1.282,4.639,2.258,8.54,5.48,2.53,-0.11,-0.02,-0.06
-0.880,-0.015,-0.508,-3.357,4.150,0.854,8.53,5.40,2.52,-0.10,-0.02,-0.05
-0.891,0.030,-0.471,-6.226,2.869,-1.038,8.51,5.41,2.43,-0.10,-0.01,-0.03
-0.899,0.026,-0.462,-5.981,1.953,-0.671,8.46,5.43,2.31,-0.10,-0.01,-0.01
-0.887,0.047,-0.462,-4.211,1.404,0.977,8.38,5.43,2.19,-0.09,-0.00,0.00
-0.887,0.021,-0.456,-2.686,1.526,-0.061,8.33,5.43,2.07,-0.07,-0.00,0.00
-0.912,0.020,-0.443,-4.456,0.793,-2.380,8.30,5.49,2.01,-0.05,-0.01,0.01
-0.918,0.012,-0.440,-4.761,1.160,-2.625,8.25,5.56,1.98,-0.02,-0.00,0.00
-0.896,0.024,-0.446,-7.141,3.235,-4.761,8.21,5.54,1.88,0.01,0.01,-0.01
-0.902,0.071,-0.430,-8.972,4.578,-7.812,8.19,5.57,1.76,0.06,0.01,-0.02
-0.927,0.036,-0.438,-7.324,4.089,-11.536,8.20,5.65,1.75,0.08,-0.01,-0.02
-0.933,0.021,-0.439,-5.920,3.723,-10.559,8.21,5.74,1.81,0.10,-0.02,-0.03
-0.956,0.016,-0.435,-5.920,4.272,-11.780,8.24,5.84,1.85,0.13,-0.03,-0.04
-0.956,0.005,-0.436,-5.554,4.639,-11.108,8.28,5.94,1.94,0.14,-0.04,-0.05
-0.926,-0.017,-0.456,-6.348,4.883,-9.216,8.32,5.91,2.00,0.15,-0.03,-0.05
-0.928,0.031,-0.437,-8.850,4.700,-9.460,8.33,5.95,1.98,0.16,-0.02,-0.04
-0.935,0.034,-0.431,-7.507,2.869,-8.911,8.32,6.00,1.96,0.13,-0.02,-0.02
-0.940,0.006,-0.438,-4.517,1.831,-6.592,8.33,5.97,1.97,0.11,-0.02,0.00
-0.942,0.038,-0.431,-4.883,-0.183,-6.897,8.31,5.95,1.84,0.12,-0.02,0.02
-0.951,0.026,-0.436,-5.676,0.427,-9.460,8.30,5.95,1.81,0.15,-0.03,0.03
-0.949,-0.043,-0.462,-7.690,2.747,-13.916,8.34,5.89,1.90,0.19,-0.04,0.03
-0.936,-0.068,-0.472,-10.315,4.517,-16.174,8.39,5.75,2.02,0.27,-0.03,0.02
-0.955,0.006,-0.467,-21.179,8.118,-23.132,8.41,5.60,1.91,0.40,-0.00,0.01
-0.997,0.131,-0.423,-28.564,11.353,-30.884,8.30,5.76,1.54,0.53,-0.01,-0.00
-1.037,0.121,-0.395,-22.644,23.682,-43.762,8.19,5.97,1.31,0.63,-0.09,-0.07
-1.033,0.071,-0.400,-17.700,30.334,-45.654,8.15,6.07,1.23,0.74,-0.18,-0.17
-1.013,0.090,-0.406,-17.944,42.847,-53.101,8.12,6.11,1.01,0.88,-0.26,-0.30
-0.992,0.085,-0.397,-19.592,49.927,-60.547,8.05,6.01,0.82,1.08,-0.34,-0.42
-0.933,-0.001,-0.411,-23.926,62.988,-79.407,8.02,5.84,0.75,1.33,-0.40,-0.54
-0.899,-0.040,-0.431,-30.701,67.566,-89.600,8.08,5.69,0.83,1.62,-0.42,-0.63
-0.845,-0.010,-0.448,-51.208,71.228,-104.065,8.19,5.63,0.96,1.88,-0.37,-0.67
-0.823,0.026,-0.448,-59.875,70.435,-107.422,8.26,5.53,0.98,2.04,-0.27,-0.65
-0.903,0.358,-0.329,-71.899,64.270,-110.229,8.15,5.77,0.55,2.12,-0.17,-0.60
-0.936,0.443,-0.285,-66.772,60.608,-109.070,8.07,6.37,0.23,1.97,-0.22,-0.53
-0.909,0.308,-0.320,-33.264,48.157,-75.623,8.15,6.65,0.30,1.63,-0.26,-0.47
-0.883,0.201,-0.346,-18.188,38.330,-28.503,8.27,6.55,0.48,1.27,-0.23,-0.40
-0.855,0.121,-0.367,-9.277,16.846,-14.404,8.32,6.25,0.57,0.97,-0.14,-0.31
-0.833,0.102,-0.376,-14.221,0.244,-2.563,8.29,5.92,0.50,0.79,-0.02,-0.22
-0.831,0.114,-0.381,-18.005,-5.798,-2.197,8.24,5.63,0.34,0.71,0.10,-0.12
-0.851,0.130,-0.379,-33.386,-9.888,-13.977,8.16,5.38,0.14,0.73,0.23,-0.03
-0.893,0.199,-0.343,-42.236,-8.301,-23.682,8.02,5.36,-0.17,0.81,0.34,0.06
-0.925,0.308,-0.306,-51.697,-0.183,-39.856,7.87,5.51,-0.53,0.89,0.40,0.11
-0.922,0.315,-0.296,-51.147,3.662,-44.556,7.75,5.63,-0.82,0.95,0.41,0.12
-0.901,0.311,-0.329,-49.072,8.362,-51.819,7.72,5.60,-1.01,1.03,0.38,0.11
-0.861,0.230,-0.343,-48.889,8.728,-54.565,7.75,5.50,-1.00,1.13,0.36,0.09
-0.830,0.189,-0.373,-55.725,7.019,-60.974,7.83,5.34,-0.91,1.29,0.36,0.07
-0.854,0.186,-0.376,-60.913,4.761,-63.660,7.89,5.29,-0.78,1.42,0.40,0.07
-,-,-,-,-,-,-,-,-,-,-,-
-1.503,1.451,0.118,51.819,18.311,155.884,6.93,12.04,-3.03,-3.39,-0.01,0.23
-0.760,1.637,-0.441,165.771,50.964,317.139,7.80,13.79,-3.16,-6.42,-0.14,0.31
-0.071,1.397,-0.818,269.592,34.729,423.584,9.31,12.67,-3.51,-8.73,-0.31,0.56
0.741,0.762,-1.589,505.981,-112.854,601.074,10.32,9.68,-4.07,-8.73,-0.41,1.15
0.645,0.356,-1.328,598.083,-213.928,647.827,9.92,7.32,-4.94,-8.73,-0.55,2.06
0.725,-0.550,-1.531,676.453,-349.243,637.024,8.43,3.47,-5.49,-8.73,-0.69,2.67
0.433,-0.984,-1.605,657.837,-384.155,565.186,8.04,-1.47,-5.52,-8.73,-0.76,2.98
-0.665,-1.625,-1.027,474.976,-428.650,407.349,8.20,-1.73,-2.10,-8.73,-0.72,3.27
-1.056,-1.669,-0.971,367.554,-455.872,365.112,8.27,1.51,1.46,-8.73,-0.49,3.12
-1.962,-0.922,-0.713,135.132,-439.392,289.124,7.90,3.38,2.13,-7.22,-0.05,2.65
-2.099,-0.712,-0.550,44.006,-299.255,151.001,7.12,3.81,1.15,-5.27,-0.05,1.64
-1.192,0.035,-0.666,-52.490,41.382,-63.843,7.17,4.28,1.49,-3.59,-0.18,1.00
-0.816,-0.063,-0.681,-32.837,111.938,-83.557,7.87,4.21,2.70,-2.40,-0.32,0.46
-0.679,-0.536,-0.840,4.395,120.483,-50.720,8.49,3.29,3.61,-1.65,-0.25,0.20
-0.359,0.766,-0.447,-16.235,125.244,-37.659,8.84,3.17,3.90,-1.21,-0.18,0.18
-0.786,-0.729,-0.735,74.463,15.503,38.025,9.02,3.26,3.73,-0.93,-0.16,0.12
-0.940,-0.201,-0.727,0.977,11.780,-2.625,9.31,3.34,4.00,-0.63,-0.13,0.04
-0.817,-0.156,-0.686,-7.935,7.568,5.066,9.46,3.44,4.14,-0.35,-0.08,-0.07
-0.817,-0.081,-0.663,-6.409,-1.709,17.090,9.44,3.55,3.93,-0.15,-0.02,-0.17
-0.780,-0.082,-0.599,0.000,4.089,22.217,9.31,3.52,3.83,-0.06,0.02,-0.21
-0.553,-0.291,-0.645,7.202,28.992,22.522,9.14,3.39,3.70,-0.06,0.05,-0.15
-0.712,-0.064,-0.624,-25.879,-0.854,-12.512,8.96,3.16,3.61,-0.07,0.07,-0.09
-0.763,-0.025,-0.638,-20.569,-2.808,-9.705,8.85,3.10,3.56,-0.08,0.08,-0.03
-0.773,-0.113,-0.643,-6.165,-4.333,-2.869,8.81,3.03,3.51,-0.05,0.06,-0.02
-0.821,-0.115,-0.635,-4.761,-3.113,-3.723,8.78,3.03,3.42,0.05,0.04,-0.07
-0.780,-0.217,-0.691,-6.287,7.446,-9.949,8.85,3.03,3.55,0.20,-0.00,-0.14
-0.697,-0.233,-0.721,-11.108,13.245,-20.813,9.06,2.99,3.85,0.30,-0.01,-0.18
-0.710,-0.082,-0.679,-23.071,12.024,-22.034,9.17,3.00,3.90,0.28,0.03,-0.13
-0.807,-0.081,-0.652,-10.925,4.395,-16.418,9.15,3.08,3.82,0.22,0.03,-0.07
-0.816,-0.174,-0.652,-2.258,1.038,-10.986,9.18,3.20,3.85,0.23,0.01,-0.06
-0.914,-0.192,-0.646,-3.540,-1.587,-8.057,9.22,3.54,3.92,0.27,0.01,-0.07
-0.936,-0.230,-0.660,-6.165,3.235,-10.498,9.19,3.72,3.91,0.32,0.00,-0.12
