timestamp, ppg
11042829,511
11052577,518
11062595,518
11072645,523
11082694,519
11092713,524
11102762,529
11112812,523
11122828,529
11132871,527
11142921,521
11152940,524
11162990,519
11173037,515
11183086,515
11193104,514
11203155,511
11213203,512
11223221,506
11233273,504
11243327,504
11253350,499
11263404,501
11273455,506
11283478,500
11293528,504
11303577,504
11313600,499
11323653,508
11333709,498
11343730,504
11353783,505
11363836,505
11373859,505
11383914,502
11393971,506
11403994,506
11414048,506
11424101,500
11434127,500
11444184,512
11454243,506
11464299,497
11474318,504
11484368,505
11494420,506
11504443,505
11514496,500
11524548,508
11534568,497
11544617,498
11554666,507
11564687,501
11574736,506
11584784,504
11594805,506
11604855,506
11614900,503
11624915,507
11634962,501
11645009,500
11655024,509
11665072,504
11675120,499
11685135,500
11695182,508
11705229,498
11715276,507
11725292,505
11735340,509
11745391,498
11755414,508
11765464,501
11775514,505
11785536,501
11795589,506
11805643,498
11815664,505
11825717,504
11835769,504
11845789,503
11855839,503
11865892,503
11875916,498
11885969,509
11896021,511
11906042,509
11916092,515
11926146,517
11936201,520
11946223,526
11956274,528
11966324,525
11976342,526
11986394,529
11996443,518
12006464,521
12016514,517
12026563,521
12036584,512
12046633,517
12056683,505
12066700,511
12076748,511
12086796,506
12096813,503
12106864,508
12116911,506
12126930,507
12136978,506
12147027,503
12157044,502
12167092,503
12177144,499
12187195,506
12197218,504
12207273,508
12217326,507
12227346,500
12237399,501
12247453,508
12257476,502
12267532,505
12277585,505
12287608,503
12297658,496
12307707,498
12317727,500
12327779,502
12337832,503
12347853,503
12357906,506
12367959,505
12377980,497
12388027,502
12398076,507
12408089,504
12418135,505
12428185,506
12438233,501
12448254,497
12458306,502
12468357,504
12478376,508
12488426,505
12498477,506
12508497,503
12518548,507
12528598,503
12538618,499
12548669,503
12558720,506
12568741,506
12578790,508
12588841,506
12598863,511
12608915,508
12618966,502
12628984,509
12639029,508
12649077,502
12659096,508
12669146,509
12679197,500
12689249,504
12699272,501
12709327,499
12719380,503
12729401,505
12739450,509
12749502,504
12759522,512
12769574,513
12779628,520
12789654,519
12799712,519
12809765,526
12819790,527
12829839,529
12839891,521
12849914,522
12859968,521
12870020,519
12880043,519
12890097,514
12900149,516
