timestamp, ppg
12393176,507
12402984,504
12412989,504
12423026,501
12433063,503
12443070,504
12453109,498
12463149,502
12473158,497
12483199,499
12493243,503
12503255,502
12513295,504
12523338,506
12533354,506
12543398,503
12553439,505
12563451,501
12573495,504
12583539,505
12593583,500
12603597,501
12613637,502
12623683,506
12633697,504
12643740,502
12653784,503
12663799,504
12673842,498
12683887,501
12693898,504
12703936,503
12713975,498
12723985,499
12734027,496
12744066,498
12754075,498
12764115,497
12774154,503
12784163,503
12794201,500
12804237,507
12814240,498
12824279,500
12834319,498
12844356,505
12854365,502
12864406,504
12874447,501
12884461,498
12894504,501
12904549,500
12914565,505
12924608,503
12934649,501
12944659,501
12954702,503
12964745,503
12974757,506
12984800,517
12994844,514
13004858,519
13014900,523
13024943,525
13034955,522
13044998,525
13055042,527
13065056,520
13075100,519
13085143,518
13095185,516
13105195,508
13115236,509
13125277,501
13135289,501
13145332,503
13155373,502
13165386,504
13175424,500
13185466,495
13195477,499
13205520,499
13215565,496
13225581,492
13235624,495
13245667,495
13255679,498
13265722,497
13275767,501
13285778,502
13295819,493
13305862,497
13315876,499
13325920,503
13335965,498
13346009,499
13356020,499
13366064,502
13376108,498
13386120,492
13396165,495
13406209,500
13416221,495
13426264,502
13436307,498
13446322,499
13456366,493
13466412,499
13476424,500
13486465,499
13496509,491
13506519,500
13516562,500
13526602,501
13536612,498
13546655,499
13556696,500
13566705,494
13576745,502
13586785,497
13596823,498
13606835,501
13616876,502
13626922,498
13636937,498
13646981,500
13657025,496
13667041,503
13677084,500
13687128,502
13697143,498
13707188,497
13717233,502
13727243,499
13737285,502
13747326,500
13757338,499
13767379,504
13777423,504
13787432,498
13797475,505
13807516,508
13817522,507
13827559,506
13837599,504
13847637,504
13857646,510
13867688,508
13877732,510
13887745,509
13897786,512
13907824,521
13917834,522
13927875,523
13937916,528
13947926,531
13957964,534
13968005,534
13978016,534
13988057,531
13998100,521
14008111,524
14018152,516
14028188,517
14038195,515
14048236,509
14058276,512
14068289,503
14078333,502
14088374,505
14098415,504
14108423,504
14118463,504
14128500,502
14138506,502
14148549,503
14158588,497
14168593,506
14178630,503
14188671,506
14198680,508
14208718,507
14218759,504
14228768,508
14238807,505
14248850,502
14258858,506
14268897,502
14278933,499
14288941,505
14298980,503
14309020,497
14319030,499
14329071,503
14339112,502
14349150,500
14359156,502
14369196,504
14379236,506
14389248,501
14399291,494
14409334,504
14419346,498
14429385,498
14439427,500
14449435,500
14459477,495
14469518,502
14479529,501
14489568,502
14499608,496
14509616,506
14519656,500
14529696,501
14539711,499
14549755,501
14559796,501
14569810,504
14579857,501
14589899,498
14599940,502
14609950,503
14619993,499
14630035,504
14640045,503
14650084,505
14660125,510
14670134,512
14680177,512
14690219,512
14700231,513
14710275,515
14720318,525
14730330,526
14740369,525
14750408,524
14760412,526
14770445,525
14780481,524
14790484,515
14800520,519
14810555,517
14820562,515
14830600,511
14840641,506
14850685,502
14860695,504
14870734,499
14880771,502
14890778,503
14900817,500
14910855,497
14920867,502
14930905,501
14940944,501
14950955,503
14960999,501
14971041,503
14981052,496
14991091,497
15001132,501
15011144,499
15021186,505
15031223,498
15041231,501
15051273,502
15061313,501
15071323,504
15081366,506
15091404,503
15101447,502
15111456,505
15121495,501
15131532,504
